ENSG00000001460	23	16	12	8	7	7	4	10	6	7	14	15	17	10	14	7	4	4	9	9	12	15	18	17	12	14	15	17	18	1	10	6	21	6	16	2	18	13	19	21	15	10	4	2	2	4	19	7	3	10	0	2	3	10	0	10	0	8	5	2	19	12	13	9	9	5	2	14	11	4	10	10	11	11	13	22	9	13	12	14	0	7	9	5	14	13	19	23	4	2	12	3	17	2	6	4
ENSG00000001461	30	4	3	8	15	14	13	27	10	9	24	12	17	15	28	10	4	11	9	20	13	2	19	4	10	13	9	17	13	3	14	3	14	17	17	39	18	16	23	1	18	10	14	13	12	13	18	7	18	18	6	3	0	14	29	24	12	14	5	1	19	3	22	24	17	13	8	9	21	13	24	18	24	12	9	22	6	23	5	17	3	19	16	10	8	24	33	5	14	7	28	0	9	10	4	3
ENSG00000001497	5	7	3	10	9	3	2	3	4	3	6	2	18	5	6	4	2	3	6	15	3	2	5	7	9	5	9	2	2	5	1	5	7	5	8	4	9	2	11	27	13	6	1	4	8	6	12	11	9	5	7	2	17	4	6	9	4	6	1	4	28	2	12	7	5	7	3	8	20	1	17	10	12	6	0	0	6	3	1	12	1	5	7	1	6	14	5	20	2	16	0	4	13	2	11	1
ENSG00000001561	14	9	5	16	5	11	1	6	17	0	11	1	9	2	6	11	1	14	17	24	6	0	7	4	5	11	7	16	3	15	5	6	8	6	6	6	8	0	8	1	6	5	6	3	7	14	6	6	4	8	6	0	0	15	5	9	4	11	2	1	7	11	11	6	11	16	15	11	3	6	12	4	10	2	0	0	1	4	4	1	3	1	6	3	13	2	20	8	4	2	0	1	4	3	10	5
ENSG00000001617	4	2	3	5	2	9	0	2	4	1	10	5	6	1	10	0	6	0	0	1	3	1	1	4	2	1	0	3	0	0	3	0	2	0	6	4	3	4	5	0	2	1	0	8	4	1	13	3	1	1	0	0	0	0	0	7	0	1	5	0	4	3	4	6	3	3	1	6	6	5	6	1	5	3	1	0	1	1	2	4	0	0	5	1	3	14	5	8	4	3	0	0	7	8	0	0
ENSG00000001626	27	10	14	23	13	13	5	25	18	2	32	13	20	13	30	21	1	12	14	13	3	0	13	8	24	22	13	20	2	25	9	8	17	2	26	17	9	4	20	10	28	30	8	6	16	12	26	8	18	17	11	8	1	7	20	17	17	18	18	0	24	12	18	13	22	43	26	19	14	19	28	21	25	10	1	12	13	25	10	10	2	15	22	10	16	8	24	36	10	5	12	17	17	22	9	14
ENSG00000001629	16	7	7	18	25	16	20	4	17	6	14	12	6	9	17	21	0	9	5	10	10	2	30	12	15	16	15	11	11	3	12	18	18	8	21	10	12	1	13	19	22	24	13	16	12	13	28	16	16	13	17	13	12	23	12	1	23	12	22	9	6	11	20	8	19	13	12	7	9	12	14	7	20	6	9	18	26	16	17	20	0	1	15	12	9	18	11	21	4	0	3	38	12	15	7	27
ENSG00000001630	0	4	0	0	1	1	0	0	0	0	2	0	3	0	0	2	0	0	2	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	1	3	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	0	2	0	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1
ENSG00000001631	14	8	7	17	22	14	4	12	15	12	14	12	12	9	5	9	14	21	9	11	9	7	23	1	0	5	14	16	2	5	17	8	3	18	14	30	8	0	21	11	14	19	11	10	11	6	16	29	14	7	20	0	0	2	11	17	21	7	2	13	22	19	13	8	11	12	1	9	6	13	12	6	9	18	9	10	13	10	8	14	0	8	6	2	17	3	8	11	0	0	11	19	14	13	0	16
ENSG00000002016	7	2	8	10	4	5	3	0	6	2	10	14	6	1	4	3	4	6	3	3	7	18	4	4	9	7	7	2	3	1	7	2	6	4	7	6	4	4	6	6	8	4	3	7	3	13	6	1	10	2	11	16	0	8	14	6	13	0	0	1	2	0	2	5	2	5	11	6	4	3	12	4	11	9	2	0	4	5	8	1	1	0	6	6	6	2	13	1	1	0	1	4	1	11	3	4
ENSG00000002079	8	1	8	5	8	7	5	2	10	5	18	1	21	10	4	4	5	8	1	4	12	6	6	6	12	15	5	8	0	23	6	0	9	4	10	4	13	0	8	3	15	5	5	7	11	12	11	4	2	7	3	4	0	1	6	9	2	7	7	9	4	1	16	11	8	7	3	20	12	12	17	10	10	5	3	1	22	12	6	14	2	3	10	4	3	11	2	13	11	1	24	0	5	5	2	37
ENSG00000002330	2	1	3	1	0	1	0	0	1	0	2	1	1	0	0	0	1	0	4	3	0	2	2	0	0	2	0	4	0	0	0	1	1	0	0	5	2	0	1	0	3	0	0	1	0	0	1	0	1	1	0	0	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000002549	20	7	4	6	5	16	14	11	9	5	10	8	5	2	6	9	0	8	3	3	2	4	5	14	8	17	5	10	0	1	2	3	7	2	7	3	1	0	7	5	16	5	12	8	4	3	14	6	5	11	3	6	0	3	9	2	12	5	1	4	7	12	7	14	15	4	0	4	10	5	8	9	13	5	5	0	1	9	8	11	0	7	4	8	11	9	4	4	2	6	0	1	7	13	12	9
ENSG00000002586	5	1	10	1	7	8	1	2	9	1	2	2	6	4	2	1	4	2	2	2	0	10	5	8	17	4	1	24	14	11	11	2	5	3	8	14	2	0	8	10	4	2	9	3	10	7	8	12	0	7	1	11	8	5	6	10	14	5	3	4	15	9	3	0	11	2	1	7	8	4	14	6	7	5	6	9	5	7	2	9	0	5	7	5	4	6	12	9	7	4	0	5	3	14	1	11
ENSG00000002587	11	11	3	11	2	15	12	10	13	6	20	7	14	13	7	9	5	29	8	7	19	5	3	10	14	14	10	8	1	3	7	2	14	4	22	12	14	3	10	9	20	5	7	10	9	14	15	15	15	16	8	5	1	4	18	15	18	17	1	1	14	22	11	13	21	8	4	21	22	11	16	12	21	20	6	4	19	16	7	6	11	5	12	6	17	7	6	11	3	10	18	16	23	20	14	2
ENSG00000002726	8	9	5	1	0	1	4	0	1	0	3	4	8	0	1	1	2	5	1	10	4	0	0	5	4	3	0	4	0	1	2	3	4	8	2	0	3	1	4	4	10	1	4	3	3	5	6	2	1	0	0	14	0	5	2	3	20	2	0	1	4	6	2	3	9	2	20	8	1	4	4	3	9	7	2	0	6	6	1	4	0	1	3	25	0	0	1	3	0	1	8	5	14	2	12	0
ENSG00000002745	2	0	3	9	1	4	0	4	0	4	0	1	5	2	1	1	1	9	5	1	0	1	7	6	12	7	6	6	6	0	2	1	3	0	6	2	7	0	5	0	12	1	3	5	0	5	9	5	9	2	0	0	0	2	5	3	1	13	16	0	8	11	6	7	13	3	1	2	5	7	2	2	5	2	4	0	8	4	6	3	0	2	4	1	10	3	5	2	1	20	2	0	9	1	1	4
ENSG00000002746	8	12	21	15	23	21	4	25	26	6	21	13	23	23	4	14	4	19	3	11	19	12	11	6	28	21	29	31	6	7	10	14	19	17	27	37	16	1	32	17	34	11	14	15	10	24	22	15	12	24	17	17	0	16	17	30	13	16	5	17	18	8	24	10	30	15	4	21	21	22	36	25	26	23	18	9	5	14	23	16	1	2	12	4	12	21	5	23	7	3	11	15	22	12	17	18
ENSG00000002822	10	1	9	4	3	2	8	2	13	6	2	0	8	2	12	4	0	2	1	4	7	1	15	0	10	11	6	12	24	2	10	7	4	6	5	6	14	1	8	4	6	0	4	2	6	1	8	6	5	10	0	1	1	4	5	6	10	7	3	1	18	1	6	15	6	4	5	19	9	6	9	7	7	3	9	4	3	11	4	15	0	12	14	20	6	6	7	25	0	4	5	1	26	2	2	3
ENSG00000002834	5	1	0	2	2	8	3	0	15	1	5	0	5	8	5	1	1	1	0	2	2	0	4	0	3	5	2	3	26	1	3	6	6	6	10	15	5	0	14	0	8	2	2	2	7	4	3	2	4	3	3	1	0	1	1	3	0	1	15	14	11	3	6	1	3	4	0	3	7	2	4	4	1	0	2	8	8	8	17	6	0	7	0	1	6	9	8	2	0	3	13	18	11	3	0	2
ENSG00000002919	6	3	1	3	5	3	4	3	7	0	0	4	4	10	3	4	0	6	0	8	6	4	0	3	3	3	0	13	0	1	1	0	7	0	9	3	6	0	6	15	4	4	5	5	3	2	11	2	1	5	0	0	2	7	3	14	0	0	0	0	5	0	6	4	4	0	1	5	4	0	8	5	2	0	3	0	0	6	0	2	0	13	5	0	0	10	1	4	0	3	1	13	3	7	2	1
ENSG00000002933	0	3	3	2	3	2	0	2	1	1	1	0	4	2	3	3	5	0	0	4	5	1	1	3	6	0	1	0	0	0	4	1	1	0	3	2	3	1	4	6	4	0	0	0	0	1	5	4	1	2	0	5	1	0	1	0	4	4	0	0	6	0	4	0	0	3	0	5	5	3	7	2	3	0	0	10	3	2	4	3	1	0	7	8	4	1	0	5	3	1	6	0	4	0	7	11
ENSG00000003056	6	2	2	3	2	5	8	0	0	1	2	2	5	0	8	4	3	3	2	7	0	19	6	2	1	7	1	3	32	2	5	0	0	0	5	1	1	0	6	2	7	1	4	1	4	0	13	6	2	0	0	11	0	7	3	1	1	0	1	0	0	5	5	3	5	3	1	5	4	0	4	7	7	8	14	10	2	8	2	10	0	16	3	1	2	7	1	4	0	1	0	0	7	0	5	5
ENSG00000003096	5	6	14	17	26	10	1	11	21	14	8	25	17	14	16	10	28	6	3	18	12	6	13	11	11	19	17	16	1	2	20	0	11	2	11	8	13	0	14	9	18	7	11	15	11	5	27	11	19	26	1	0	3	10	13	16	10	12	2	0	13	6	19	8	11	15	7	11	6	8	12	17	12	7	17	41	7	17	0	12	5	11	5	1	26	4	2	16	14	4	6	4	15	21	22	2
ENSG00000003137	4	2	4	4	3	2	0	4	0	1	6	0	6	3	4	3	0	2	1	5	4	0	4	3	9	4	4	7	0	2	5	0	7	0	7	1	4	0	5	0	2	2	2	7	2	0	8	1	10	4	1	1	4	0	3	2	5	1	2	38	5	3	3	5	4	4	0	11	8	1	4	1	1	8	1	5	7	2	7	6	3	8	3	0	1	29	3	8	2	0	13	0	4	4	4	1
ENSG00000003147	17	9	22	4	11	7	6	8	11	12	9	3	11	9	5	18	15	10	5	7	5	2	11	0	10	12	24	10	1	3	3	1	16	8	2	6	6	12	11	2	13	5	18	6	13	14	13	15	16	8	2	7	1	17	3	15	4	8	2	4	5	7	10	8	8	6	0	8	6	9	17	3	9	17	20	1	3	12	0	16	0	6	13	0	14	20	2	11	8	0	3	3	15	2	3	6
ENSG00000003249	1	0	4	1	0	4	0	2	0	1	4	2	5	2	5	4	4	0	5	1	1	1	3	0	3	0	1	7	0	2	2	1	4	3	1	0	7	9	7	1	8	0	5	1	4	3	5	1	0	0	1	3	8	2	6	4	7	1	2	4	5	1	1	0	6	2	0	5	10	1	9	4	5	3	1	5	5	6	6	5	3	3	4	7	2	0	1	9	1	5	11	0	3	1	4	0
ENSG00000003393	17	12	7	29	21	20	29	14	17	14	18	15	32	28	22	20	2	21	11	23	26	7	16	22	17	20	10	19	1	15	27	6	21	16	45	22	43	30	33	17	41	14	21	8	15	23	36	19	31	25	22	15	20	10	25	18	20	21	0	22	24	8	28	19	26	19	8	17	14	17	33	20	33	8	22	1	22	20	17	28	21	23	28	39	26	7	11	22	35	20	0	13	13	33	20	5
ENSG00000003400	14	8	3	21	2	7	4	9	11	4	6	11	13	11	19	6	4	3	8	4	6	13	30	8	21	12	6	9	1	2	0	3	15	7	4	14	21	2	10	4	17	3	7	11	6	8	11	5	15	8	16	1	4	17	16	15	7	18	30	11	13	2	13	8	10	8	15	8	7	13	16	13	21	9	9	5	13	6	8	4	0	7	12	18	16	2	16	6	3	3	4	4	5	1	2	2
ENSG00000003402	43	16	10	16	24	38	12	18	33	7	23	8	30	25	23	31	3	15	6	27	8	14	21	18	18	26	42	35	98	9	15	6	20	25	26	17	39	14	35	15	36	31	18	12	12	11	27	20	9	11	3	4	22	19	23	35	14	26	33	4	30	13	32	20	28	16	10	20	11	14	28	31	34	8	16	3	11	21	11	27	21	34	15	12	28	21	12	30	13	2	35	2	33	5	21	4
ENSG00000003436	19	13	11	20	12	21	15	15	23	7	9	20	18	18	25	44	13	21	7	40	15	4	27	7	13	14	8	32	6	27	15	12	27	6	20	21	26	13	23	10	20	19	12	14	15	16	31	20	17	27	64	12	1	13	33	19	23	15	1	4	17	10	25	12	25	35	10	23	14	12	25	16	26	3	30	25	27	19	9	20	11	12	35	17	15	18	23	40	14	5	34	12	28	10	21	22
ENSG00000003509	2	5	4	1	4	8	2	2	9	8	5	2	3	6	7	3	1	2	1	13	8	5	5	4	0	4	2	2	2	3	13	1	3	3	2	7	1	6	6	2	10	5	9	6	0	2	7	1	4	4	2	4	0	3	4	4	9	17	0	0	11	0	6	3	15	1	0	4	5	4	9	3	5	6	1	20	3	6	6	5	0	2	1	7	12	10	8	4	4	0	0	6	5	2	0	0
ENSG00000003756	6	8	9	14	8	11	19	3	18	9	10	4	17	5	13	8	1	7	10	20	10	4	26	4	5	20	4	13	6	12	15	5	15	4	7	9	12	15	22	12	19	16	15	8	13	2	10	17	9	12	6	6	1	3	11	18	18	11	53	29	16	11	25	17	15	10	1	15	13	10	28	16	18	10	12	0	13	10	16	11	3	26	2	6	21	14	16	17	9	2	7	0	24	2	2	4
ENSG00000003987	5	16	16	10	5	9	8	8	9	3	9	14	10	8	18	8	1	4	4	10	6	0	6	3	8	11	6	12	2	8	3	1	2	0	11	7	0	8	10	2	11	2	13	9	10	7	5	3	5	6	2	1	1	19	8	12	7	3	5	1	12	0	19	4	13	7	6	18	5	15	16	10	7	10	1	10	0	13	2	8	4	3	6	6	14	3	11	17	4	7	6	4	10	19	7	6
ENSG00000003989	11	6	14	12	14	10	24	24	9	5	16	17	10	19	18	16	8	8	4	9	19	3	11	9	10	11	6	17	3	8	22	7	10	3	19	48	22	20	14	12	23	17	14	10	14	5	25	3	20	13	3	1	6	13	16	10	9	12	26	13	14	14	27	14	19	23	0	18	11	21	21	16	17	2	3	6	11	6	12	15	0	1	32	0	24	14	10	15	10	10	14	18	7	4	21	11
ENSG00000004059	5	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	6	2	3	0	1	0	0	0	10	0	0	0	0	0	0	0	1	0	2	0	1	0	3	2	0	0	0	10	0	1	0	0	0	6	0	0	1	0	1	0	1	1	0	1	3	3	2	1	1	0	0	1	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004139	2	3	2	7	4	2	2	0	8	4	12	10	9	3	9	6	2	9	6	7	10	0	8	6	2	4	4	11	1	26	9	1	8	7	6	9	7	5	9	0	12	5	8	1	6	6	19	1	7	5	0	0	1	11	8	6	5	3	1	4	6	4	8	1	5	15	5	1	6	3	3	8	5	0	2	0	2	5	2	3	0	4	1	1	12	3	18	11	2	2	3	1	7	5	1	5
ENSG00000004142	4	0	1	3	2	0	3	0	0	1	1	3	5	1	7	3	0	8	0	5	0	1	4	1	1	4	2	2	2	0	0	1	1	0	1	0	1	0	0	7	3	1	6	0	2	1	3	4	8	1	0	0	0	5	0	1	2	0	6	9	4	2	3	0	4	2	0	2	1	0	6	4	2	1	9	0	3	1	0	0	1	0	3	1	2	0	2	1	3	0	0	0	5	3	1	1
ENSG00000004399	12	4	6	8	5	1	7	1	14	5	14	4	21	16	6	7	4	0	1	8	13	9	5	7	9	13	3	8	2	2	9	6	16	2	3	1	8	0	16	16	15	2	7	3	4	1	7	5	3	9	2	17	5	8	6	7	8	3	12	2	14	16	8	8	8	4	1	12	14	3	15	8	11	1	10	1	14	10	5	10	12	13	16	9	2	14	12	14	2	10	10	6	9	1	3	8
ENSG00000004455	5	5	9	8	11	13	5	8	15	2	3	3	12	23	14	8	3	11	0	26	11	0	11	7	19	12	3	8	0	0	4	1	8	4	14	4	12	10	6	8	12	2	6	10	2	8	5	4	6	5	17	1	18	6	13	13	5	25	5	21	9	0	8	15	7	16	3	8	13	2	9	8	14	6	11	7	4	8	10	8	6	18	6	11	6	8	4	18	7	0	1	0	7	4	1	2
ENSG00000004468	6	10	3	12	18	4	2	18	11	1	1	6	11	17	3	13	0	8	10	15	28	22	37	3	11	11	10	4	0	4	18	9	5	3	36	11	9	3	21	40	20	14	8	13	7	11	8	8	15	12	16	5	0	12	0	12	6	10	13	0	10	6	11	8	10	15	5	12	5	6	20	11	15	15	2	6	11	3	11	7	0	9	16	16	8	19	4	6	5	7	15	3	10	14	1	16
ENSG00000004478	5	0	6	3	10	5	0	6	16	3	10	10	2	14	6	6	29	2	0	6	3	1	0	3	1	3	5	4	0	2	4	0	4	2	3	2	4	19	5	0	8	2	1	8	12	1	9	4	7	3	0	3	0	10	1	1	2	1	15	0	9	15	8	3	9	3	0	12	14	4	9	10	10	4	19	5	1	6	0	11	0	3	2	3	5	1	3	17	1	0	2	2	7	5	0	6
ENSG00000004487	15	5	7	10	0	12	6	4	2	6	8	4	8	0	12	15	1	6	1	18	5	3	9	1	13	10	9	15	1	1	17	15	5	4	10	0	2	16	14	5	19	15	11	12	3	14	17	12	9	4	5	0	11	5	9	20	6	11	8	0	7	4	15	9	16	13	3	12	13	6	7	9	10	12	10	0	4	7	4	5	45	2	14	9	9	0	10	6	3	1	15	2	14	0	16	4
ENSG00000004534	14	2	12	12	10	6	11	5	16	7	11	6	17	8	13	14	0	10	4	14	7	5	14	10	5	8	31	12	3	4	5	4	13	7	13	38	11	1	10	12	22	5	6	5	16	10	13	16	15	12	11	9	0	13	17	16	11	16	16	31	14	5	16	18	15	14	0	13	14	8	12	17	13	10	17	12	5	9	6	5	8	17	6	31	9	8	17	9	10	2	1	6	9	10	24	6
ENSG00000004660	7	10	12	3	4	3	1	11	3	3	3	2	5	9	9	5	0	5	2	3	6	1	6	7	3	3	1	6	1	3	2	2	2	4	3	7	6	2	7	4	10	1	0	3	5	4	9	4	5	1	2	4	0	3	0	3	8	2	0	10	8	1	7	6	5	7	0	8	9	1	6	3	6	0	1	0	10	9	7	9	4	9	2	9	1	4	4	11	0	2	0	0	6	8	11	17
ENSG00000004700	1	9	2	12	7	1	2	1	10	2	5	3	4	7	7	6	0	4	0	6	8	1	8	0	9	5	4	9	1	0	2	7	9	0	2	11	2	1	4	1	7	5	1	21	11	2	15	2	9	13	0	11	2	13	2	2	5	3	0	1	4	7	10	11	8	6	1	5	5	11	2	10	7	0	12	0	3	1	0	5	0	5	11	1	2	4	2	2	0	15	1	0	2	10	0	3
ENSG00000004766	10	16	15	30	15	26	15	15	25	20	11	24	24	20	6	26	2	25	7	20	19	11	26	11	28	23	27	37	2	1	11	11	19	35	25	15	25	22	29	22	29	26	16	20	14	24	23	15	17	29	5	8	9	16	16	12	14	20	14	6	18	8	25	27	25	20	29	13	8	17	24	16	19	16	29	52	18	15	10	17	9	5	17	20	22	4	17	30	25	8	20	17	49	10	59	28
ENSG00000004776	0	1	0	0	1	0	0	2	0	0	0	0	2	0	0	1	0	0	1	0	1	0	2	0	0	1	4	0	23	0	0	0	3	0	0	1	3	11	0	0	1	0	0	0	0	0	0	0	1	2	0	2	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	4	0	0	0	2	0	0	0	1	0	5	0	5	0	0	0	1	0	0	0	1
ENSG00000004777	10	6	1	3	0	0	0	0	2	5	1	9	5	1	5	3	6	0	1	0	0	2	3	0	4	9	0	5	0	1	1	0	2	2	0	3	1	2	4	1	3	1	3	0	0	1	4	1	1	3	1	0	0	1	5	10	1	1	2	1	1	2	2	3	3	5	2	5	12	1	5	2	1	0	3	0	3	2	3	12	1	1	4	5	3	5	5	3	7	0	0	1	2	8	4	2
ENSG00000004779	0	10	5	0	2	6	0	0	4	5	5	4	6	2	4	3	1	2	8	6	0	0	4	0	0	7	2	5	0	0	0	4	5	1	4	2	3	2	2	0	4	5	0	3	3	0	5	0	2	2	1	0	0	3	4	4	0	2	0	0	9	0	1	0	3	5	0	3	3	5	1	4	6	5	0	0	0	2	5	1	0	2	2	6	5	4	0	1	1	0	1	2	3	0	10	1
ENSG00000004799	3	12	8	12	14	9	0	0	9	5	15	0	8	11	10	11	0	21	14	9	2	3	6	8	7	7	12	7	4	38	13	20	11	2	7	4	11	12	18	5	15	9	13	8	4	3	10	10	6	3	1	0	12	13	8	6	6	4	1	0	9	7	11	6	14	4	4	8	6	4	13	10	10	13	12	10	8	15	20	6	15	4	7	10	17	0	38	9	2	9	0	3	16	19	12	12
ENSG00000004809	4	4	4	6	4	5	1	4	3	1	1	13	10	7	3	10	11	4	9	7	2	0	6	0	9	0	10	2	0	18	1	1	3	1	3	1	3	4	7	0	8	13	8	10	3	3	13	5	4	10	9	0	1	8	7	4	5	2	15	2	15	0	8	12	10	7	0	5	9	4	7	8	12	4	3	4	11	10	0	2	4	5	3	11	6	1	20	9	5	2	2	0	16	16	10	13
ENSG00000004838	0	0	0	3	0	0	4	0	1	1	2	0	2	0	6	2	0	3	0	2	6	1	3	4	13	3	2	1	0	0	1	0	6	0	1	0	5	2	6	1	0	0	1	2	2	0	2	0	2	0	0	11	0	3	1	2	4	4	2	0	2	0	5	1	1	0	1	2	0	2	5	4	0	1	0	0	3	2	4	9	2	1	3	3	4	5	1	2	1	0	0	6	0	5	0	0
ENSG00000004846	11	20	12	17	23	12	23	14	26	10	9	20	17	11	13	17	2	12	3	13	24	22	22	7	22	21	30	9	36	33	32	17	16	13	12	16	6	36	21	14	36	30	22	6	13	25	29	23	27	16	40	10	3	16	11	14	7	40	13	29	24	13	18	15	36	16	15	21	21	15	17	10	27	24	25	17	13	20	15	16	4	17	12	14	26	19	21	20	23	11	7	22	22	8	6	18
ENSG00000004848	2	1	0	3	1	2	0	0	3	1	7	1	7	2	2	1	1	1	6	3	0	1	9	1	3	1	3	0	10	1	1	4	2	8	4	6	1	1	6	0	2	1	2	0	4	3	3	3	6	6	2	3	0	2	1	0	2	0	0	6	7	3	8	2	0	2	9	5	11	4	3	3	2	0	2	0	0	3	4	4	5	1	7	0	7	0	5	6	10	2	0	8	3	1	0	1
ENSG00000004864	2	12	5	12	8	3	0	4	14	2	7	0	12	7	1	8	1	14	2	10	6	0	3	0	9	10	6	4	2	3	9	3	4	8	1	10	15	10	9	2	10	5	4	8	6	6	14	10	12	12	1	0	0	2	19	10	1	5	7	2	7	12	10	4	16	9	11	7	7	9	11	8	14	5	6	10	9	9	3	2	3	30	13	5	10	9	0	3	0	0	13	5	20	9	1	1
ENSG00000004866	13	5	11	21	15	10	7	15	18	8	26	12	13	21	24	8	1	4	3	19	18	8	20	11	10	13	8	6	27	36	21	9	7	8	9	3	15	0	10	7	21	13	5	7	5	23	10	4	17	12	5	6	11	7	12	9	5	2	20	3	13	12	16	1	17	13	8	9	10	11	17	10	10	4	0	12	1	9	8	5	0	7	8	4	21	18	20	18	0	0	6	2	9	2	18	27
ENSG00000004897	7	3	12	12	22	9	4	20	10	18	14	11	15	11	18	12	4	13	8	10	22	16	16	12	12	13	7	11	1	6	3	3	19	4	16	11	13	4	25	3	20	30	20	17	2	14	19	13	13	17	5	40	0	4	27	29	8	8	16	8	18	2	12	9	28	5	2	17	8	11	9	18	11	3	2	0	14	13	20	14	0	17	6	8	11	2	12	15	17	3	6	9	14	23	17	9
ENSG00000004939	20	0	3	7	20	3	5	4	3	7	4	9	10	11	4	7	4	7	8	5	7	5	15	0	19	2	1	7	4	6	13	4	9	9	7	0	3	13	9	7	6	4	7	7	13	6	8	2	0	9	9	6	70	2	57	10	1	1	23	3	18	2	7	0	6	6	6	14	76	3	10	12	4	4	2	0	6	11	13	19	4	30	32	3	6	19	14	2	1	0	7	16	3	1	7	1
